match_id,season,city,date,team1_id,team2_id,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,player_of_match_id,venue,venue_id,umpire1,umpire2
2015_52,2015,Chandigarh,16-05-2015,KXI,CSK,KXI,bat,normal,0,CSK,0,7,Pawan Negi,433,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,CK Nandan,C Shamshuddin
2015_53,2015,Mumbai,16-05-2015,RR,KKR,RR,bat,normal,0,RR,9,0,Shane Watson,175,Brabourne Stadium,19,RM Deshpande,RK Illingworth
2015_54,2015,Bangalore,17-05-2015,DD,RCB,RCB,field,no result,0,,0,0,,,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,HDPK Dharmasena,K Srinivasan
2015_55,2015,Hyderabad,17-05-2015,SRH,MI,SRH,bat,normal,0,MI,0,9,Mitchell McClenaghan,549,"Rajiv Gandhi International Stadium, Hyderabad",4,CB Gaffaney,K Srinath
2015_56,2015,Mumbai,19-05-2015,MI,CSK,MI,bat,normal,0,MI,25,0,Kieron Pollard,315,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,RK Illingworth
2015_57,2015,Pune,20-05-2015,RCB,RR,RCB,bat,normal,0,RCB,71,0,AB De Villiers,47,Maharashtra Cricket Association Stadium,32,AK Chaudhary,C Shamshuddin
2015_58,2015,Ranchi,22-05-2015,RCB,CSK,CSK,field,normal,0,CSK,0,3,Ashish Nehra,119,JSCA International Stadium Complex,28,AK Chaudhary,CB Gaffaney
2015_59,2015,Kolkata,24-05-2015,MI,CSK,CSK,field,normal,0,MI,41,0,Rohit Sharma,30,"Eden Garden Stadium, Kolkata, West Bengal",3,HDPK Dharmasena,RK Illingworth
2016_1,2016,Mumbai,09-04-2016,MI,RPS,MI,bat,normal,0,RPS,0,9,Ajinkya Rahane,122,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,CK Nandan
2016_2,2016,Kolkata,10-04-2016,DD,KKR,KKR,field,normal,0,KKR,0,9,Andre Russell,430,"Eden Garden Stadium, Kolkata, West Bengal",3,S Ravi,C Shamshuddin
2016_3,2016,Chandigarh,11-04-2016,KXI,GL,GL,field,normal,0,GL,0,5,Aaron Finch,322,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,AK Chaudhary,VA Kulkarni
2016_4,2016,Bangalore,12-04-2016,RCB,SRH,SRH,field,normal,0,RCB,45,0,AB De Villiers,47,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,HDPK Dharmasena,VK Sharma
2016_5,2016,Kolkata,13-04-2016,KKR,MI,MI,field,normal,0,MI,0,6,Rohit Sharma,30,"Eden Garden Stadium, Kolkata, West Bengal",3,Nitin Menon,S Ravi
2016_6,2016,Rajkot,14-04-2016,RPS,GL,RPS,bat,normal,0,GL,0,7,Aaron Finch,322,Saurashtra Cricket Association Stadium,33,VA Kulkarni,CK Nandan
2016_7,2016,Delhi,15-04-2016,KXI,DD,DD,field,normal,0,DD,0,8,Amit Mishra,52,"Feroz Shah Kotla Stadium, Delhi",2,S Ravi,C Shamshuddin
2016_8,2016,Hyderabad,16-04-2016,SRH,KKR,SRH,bat,normal,0,KKR,0,8,Gautam Gambhir,58,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,CK Nandan
2016_9,2016,Mumbai,16-04-2016,MI,GL,GL,field,normal,0,GL,0,3,Aaron Finch,322,"Wankhede Stadium, Mumbai, Maharashtra",1,HDPK Dharmasena,VK Sharma
2016_10,2016,Chandigarh,17-04-2016,RPS,KXI,RPS,bat,normal,0,KXI,0,6,Manan Vohra,478,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,S Ravi,C Shamshuddin
2016_11,2016,Bangalore,17-04-2016,RCB,DD,DD,field,normal,0,DD,0,7,Quinton de Kock,502,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,VA Kulkarni,A Nand Kishore
2016_12,2016,Hyderabad,18-04-2016,MI,SRH,SRH,field,normal,0,SRH,0,7,David Warner,207,"Rajiv Gandhi International Stadium, Hyderabad",4,HDPK Dharmasena,VK Sharma
2016_13,2016,Chandigarh,19-04-2016,KXI,KKR,KKR,field,normal,0,KKR,0,6,Robin Uthappa,141,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,S Ravi,C Shamshuddin
2016_14,2016,Mumbai,20-04-2016,RCB,MI,MI,field,normal,0,MI,0,6,Rohit Sharma,30,"Wankhede Stadium, Mumbai, Maharashtra",1,AK Chaudhary,CK Nandan
2016_15,2016,Rajkot,21-04-2016,GL,SRH,SRH,field,normal,0,SRH,0,10,B Kumar,691,Saurashtra Cricket Association Stadium,33,K Bharatan,HDPK Dharmasena
2016_16,2016,Pune,22-04-2016,RCB,RPS,RPS,field,normal,0,RCB,13,0,AB De Villiers,47,Maharashtra Cricket Association Stadium,32,CB Gaffaney,VK Sharma
2016_17,2016,Delhi,23-04-2016,DD,MI,MI,field,normal,0,DD,10,0,Sanju Samson,439,"Feroz Shah Kotla Stadium, Delhi",2,S Ravi,C Shamshuddin
2016_18,2016,Hyderabad,23-04-2016,KXI,SRH,SRH,field,normal,0,SRH,0,5,Mustafizur Rahman,593,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,CK Nandan
2016_19,2016,Rajkot,24-04-2016,RCB,GL,RCB,bat,normal,0,GL,0,6,Virat Kohli,149,Saurashtra Cricket Association Stadium,33,K Bharatan,BNJ Oxenford
2016_20,2016,Pune,24-04-2016,RPS,KKR,KKR,field,normal,0,KKR,0,2,Surya Kumar Yadav,386,Maharashtra Cricket Association Stadium,32,CB Gaffaney,A Nand Kishore
2016_21,2016,Chandigarh,25-04-2016,MI,KXI,KXI,field,normal,0,MI,25,0,Parthiv Patel,12,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,Nitin Menon,RJ Tucker
2016_22,2016,Hyderabad,26-04-2016,SRH,RPS,RPS,field,normal,1,RPS,34,0,Ashok Dinda,68,"Rajiv Gandhi International Stadium, Hyderabad",4,AY Dandekar,CK Nandan
2016_23,2016,Delhi,27-04-2016,GL,DD,DD,field,normal,0,GL,1,0,Chris Morris,465,"Feroz Shah Kotla Stadium, Delhi",2,M Erasmus,S Ravi
2016_24,2016,Mumbai,28-04-2016,KKR,MI,MI,field,normal,0,MI,0,6,Rohit Sharma,30,"Wankhede Stadium, Mumbai, Maharashtra",1,Nitin Menon,RJ Tucker
2016_25,2016,Pune,29-04-2016,RPS,GL,GL,field,normal,0,GL,0,3,Dwayne Smith,124,Maharashtra Cricket Association Stadium,32,CB Gaffaney,BNJ Oxenford
2016_26,2016,Delhi,30-04-2016,DD,KKR,KKR,field,normal,0,DD,27,0,Carlos Brathwaite,567,"Feroz Shah Kotla Stadium, Delhi",2,KN Ananthapadmanabhan,M Erasmus
2016_27,2016,Hyderabad,30-04-2016,SRH,RCB,RCB,field,normal,0,SRH,15,0,David Warner,207,"Rajiv Gandhi International Stadium, Hyderabad",4,AK Chaudhary,HDPK Dharmasena
2016_28,2016,Rajkot,01-05-2016,KXI,GL,GL,field,normal,0,KXI,23,0,Axar Patel,485,Saurashtra Cricket Association Stadium,33,BNJ Oxenford,VK Sharma
2016_29,2016,Pune,01-05-2016,RPS,MI,MI,field,normal,0,MI,0,8,Rohit Sharma,30,Maharashtra Cricket Association Stadium,32,AY Dandekar,RJ Tucker
2016_30,2016,Bangalore,02-05-2016,RCB,KKR,KKR,field,normal,0,KKR,0,5,Andre Russell,430,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,M Erasmus,S Ravi
2016_31,2016,Rajkot,03-05-2016,GL,DD,DD,field,normal,0,DD,0,8,Rishabh Pant,572,Saurashtra Cricket Association Stadium,33,CB Gaffaney,BNJ Oxenford
2016_32,2016,Kolkata,04-05-2016,KKR,KXI,KXI,field,normal,0,KKR,7,0,Andre Russell,430,"Eden Garden Stadium, Kolkata, West Bengal",3,AK Chaudhary,HDPK Dharmasena
2016_33,2016,Delhi,05-05-2016,DD,RPS,RPS,field,normal,0,RPS,0,7,Ajinkya Rahane,122,"Feroz Shah Kotla Stadium, Delhi",2,C Shamshuddin,RJ Tucker
2016_34,2016,Hyderabad,06-05-2016,GL,SRH,SRH,field,normal,0,SRH,0,5,B Kumar,691,"Rajiv Gandhi International Stadium, Hyderabad",4,M Erasmus,S Ravi
2016_35,2016,Bangalore,07-05-2016,RPS,RCB,RCB,field,normal,0,RCB,0,7,Virat Kohli,149,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,CB Gaffaney,BNJ Oxenford
2016_36,2016,Chandigarh,07-05-2016,KXI,DD,DD,field,normal,0,KXI,9,0,Marcus Stoinis,540,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,HDPK Dharmasena,CK Nandan
2016_37,2016,Visakhapatnam,08-05-2016,SRH,MI,MI,field,normal,0,SRH,85,0,Ashish Nehra,119,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,S Ravi,C Shamshuddin
2016_38,2016,Kolkata,08-05-2016,KKR,GL,GL,field,normal,0,GL,0,5,Praveen Kumar,160,"Eden Garden Stadium, Kolkata, West Bengal",3,M Erasmus,RJ Tucker
2016_39,2016,Chandigarh,09-05-2016,RCB,KXI,KXI,field,normal,0,RCB,1,0,Shane Watson,175,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,AK Chaudhary,HDPK Dharmasena
2016_40,2016,Visakhapatnam,10-05-2016,SRH,RPS,SRH,bat,normal,0,SRH,4,0,Adam Zampa,589,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,CB Gaffaney,VK Sharma
2016_41,2016,Bangalore,11-05-2016,RCB,MI,MI,field,normal,0,MI,0,6,Krunal Pandya,582,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,AY Dandekar,C Shamshuddin
2016_42,2016,Hyderabad,12-05-2016,SRH,DD,DD,field,normal,0,DD,0,7,Chris Morris,465,"Rajiv Gandhi International Stadium, Hyderabad",4,K Bharatan,M Erasmus
2016_43,2016,Visakhapatnam,13-05-2016,MI,KXI,MI,bat,normal,0,KXI,0,7,Marcus Stoinis,540,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,HDPK Dharmasena,CK Nandan
2016_44,2016,Bangalore,14-05-2016,RCB,GL,GL,field,normal,0,RCB,144,0,AB De Villiers,47,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,AY Dandekar,VK Sharma
2016_45,2016,Kolkata,14-05-2016,RPS,KKR,RPS,bat,normal,1,KKR,0,8,Yusuf Pathan,171,"Eden Garden Stadium, Kolkata, West Bengal",3,A Nand Kishore,BNJ Oxenford
2016_46,2016,Chandigarh,15-05-2016,KXI,SRH,KXI,bat,normal,0,SRH,0,7,Hashim Amla,611,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,KN Ananthapadmanabhan,M Erasmus
2016_47,2016,Visakhapatnam,15-05-2016,MI,DD,DD,field,normal,0,MI,80,0,Krunal Pandya,582,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,Nitin Menon,CK Nandan
2016_48,2016,Kolkata,16-05-2016,KKR,RCB,RCB,field,normal,0,RCB,0,9,Virat Kohli,149,"Eden Garden Stadium, Kolkata, West Bengal",3,CB Gaffaney,A Nand Kishore
2016_49,2016,Visakhapatnam,17-05-2016,DD,RPS,RPS,field,normal,1,RPS,19,0,Ashok Dinda,68,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,Nitin Menon,C Shamshuddin
2016_50,2016,Bangalore,18-05-2016,RCB,KXI,KXI,field,normal,1,RCB,82,0,Virat Kohli,149,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,KN Ananthapadmanabhan,M Erasmus
2016_51,2016,Kanpur,19-05-2016,KKR,GL,GL,field,normal,0,GL,0,6,Dwayne Smith,124,Green Park,34,AK Chaudhary,CK Nandan
2016_52,2016,Raipur,20-05-2016,SRH,DD,DD,field,normal,0,DD,0,6,Karun Nair,458,Shaheed Veer Narayan Singh International Stadium,27,A Nand Kishore,BNJ Oxenford
2016_53,2016,Visakhapatnam,21-05-2016,KXI,RPS,KXI,bat,normal,0,RPS,0,4,Mahendra Singh Dhoni,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,25,HDPK Dharmasena,Nitin Menon
2016_54,2016,Kanpur,21-05-2016,MI,GL,GL,field,normal,0,GL,0,6,Suresh Raina,24,Green Park,34,AK Chaudhary,CK Nandan
2016_55,2016,Kolkata,22-05-2016,KKR,SRH,SRH,field,normal,0,KKR,22,0,Yusuf Pathan,171,"Eden Garden Stadium, Kolkata, West Bengal",3,KN Ananthapadmanabhan,M Erasmus
2016_56,2016,Raipur,22-05-2016,DD,RCB,RCB,field,normal,0,RCB,0,6,Virat Kohli,149,Shaheed Veer Narayan Singh International Stadium,27,A Nand Kishore,BNJ Oxenford
2016_57,2016,Bangalore,24-05-2016,GL,RCB,RCB,field,normal,0,RCB,0,4,AB De Villiers,47,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,AK Chaudhary,HDPK Dharmasena
2016_58,2016,Delhi,25-05-2016,SRH,KKR,KKR,field,normal,0,SRH,22,0,Moises Henriques,212,"Feroz Shah Kotla Stadium, Delhi",2,M Erasmus,C Shamshuddin
2016_59,2016,Delhi,27-05-2016,GL,SRH,SRH,field,normal,0,SRH,0,4,David Warner,207,"Feroz Shah Kotla Stadium, Delhi",2,M Erasmus,CK Nandan
2016_60,2016,Bangalore,29-05-2016,SRH,RCB,SRH,bat,normal,0,SRH,8,0,Ben Cutting,526,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,HDPK Dharmasena,BNJ Oxenford
2017_1,2017,Hyderabad,05-04-2017,SRH,RCB,RCB,field,normal,0,SRH,35,0,Yuvraj Singh,88,"Rajiv Gandhi International Stadium, Hyderabad",4,AY Dandekar,NJ Llong
2017_2,2017,Pune,06-04-2017,MI,RPS,RPS,field,normal,0,RPS,0,7,Steven Smith,321,Maharashtra Cricket Association Stadium,32,A Nand Kishore,S Ravi
2017_3,2017,Rajkot,07-04-2017,GL,KKR,KKR,field,normal,0,KKR,0,10,Chris Lynn,343,Saurashtra Cricket Association Stadium,33,Nitin Menon,CK Nandan
2017_4,2017,Indore,08-04-2017,RPS,KXI,KXI,field,normal,0,KXI,0,6,Glenn Maxwell,429,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",8,AK Chaudhary,C Shamshuddin
2017_5,2017,Bangalore,08-04-2017,RCB,DD,RCB,bat,normal,0,RCB,15,0,Kedar Jadhav,249,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,,
2017_6,2017,Hyderabad,09-04-2017,GL,SRH,SRH,field,normal,0,SRH,0,9,Rashid Khan,634,"Rajiv Gandhi International Stadium, Hyderabad",4,A Deshmukh,NJ Llong
2017_7,2017,Mumbai,09-04-2017,KKR,MI,MI,field,normal,0,MI,0,4,Nitish Rana,551,"Wankhede Stadium, Mumbai, Maharashtra",1,Nitin Menon,CK Nandan
2017_8,2017,Indore,10-04-2017,RCB,KXI,RCB,bat,normal,0,KXI,0,8,Axar Patel,485,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",8,AK Chaudhary,C Shamshuddin
2017_9,2017,Pune,11-04-2017,DD,RPS,RPS,field,normal,0,DD,97,0,Sanju Samson,439,Maharashtra Cricket Association Stadium,32,AY Dandekar,S Ravi
2017_10,2017,Mumbai,12-04-2017,SRH,MI,MI,field,normal,0,MI,0,4,Jasprit Bumrah,487,"Wankhede Stadium, Mumbai, Maharashtra",1,Nitin Menon,CK Nandan
2017_11,2017,Kolkata,13-04-2017,KXI,KKR,KKR,field,normal,0,KKR,0,8,Sunil Narine,437,"Eden Garden Stadium, Kolkata, West Bengal",3,A Deshmukh,NJ Llong
2017_12,2017,Bangalore,14-04-2017,RCB,MI,MI,field,normal,0,MI,0,4,Kieron Pollard,315,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,KN Ananthapadmanabhan,AK Chaudhary
2017_13,2017,Rajkot,14-04-2017,RPS,GL,GL,field,normal,0,GL,0,7,Andrew Tye,535,Saurashtra Cricket Association Stadium,33,A Nand Kishore,S Ravi
2017_14,2017,Kolkata,15-04-2017,KKR,SRH,SRH,field,normal,0,KKR,17,0,Robin Uthappa,141,"Eden Garden Stadium, Kolkata, West Bengal",3,AY Dandekar,NJ Llong
2017_15,2017,Delhi,15-04-2017,DD,KXI,DD,bat,normal,0,DD,51,0,Corey Anderson,519,"Feroz Shah Kotla Stadium, Delhi",2,YC Barde,Nitin Menon
2017_16,2017,Mumbai,16-04-2017,GL,MI,MI,field,normal,0,MI,0,6,Nitish Rana,551,"Wankhede Stadium, Mumbai, Maharashtra",1,A Nand Kishore,S Ravi
2017_17,2017,Bangalore,16-04-2017,RPS,RCB,RCB,field,normal,0,RPS,27,0,Ben Stokes,625,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,KN Ananthapadmanabhan,C Shamshuddin
2017_18,2017,Delhi,17-04-2017,DD,KKR,DD,bat,normal,0,KKR,0,4,Nathan Coulter-Nile,484,"Feroz Shah Kotla Stadium, Delhi",2,Nitin Menon,CK Nandan
2017_19,2017,Hyderabad,17-04-2017,SRH,KXI,KXI,field,normal,0,SRH,5,0,B Kumar,691,"Rajiv Gandhi International Stadium, Hyderabad",4,AY Dandekar,A Deshmukh
2017_20,2017,Rajkot,18-04-2017,RCB,GL,GL,field,normal,0,RCB,21,0,Chris Gayle,79,Saurashtra Cricket Association Stadium,33,S Ravi,VK Sharma
2017_21,2017,Hyderabad,19-04-2017,SRH,DD,SRH,bat,normal,0,SRH,15,0,Kane Williamson,564,"Rajiv Gandhi International Stadium, Hyderabad",4,CB Gaffaney,NJ Llong
2017_22,2017,Indore,20-04-2017,KXI,MI,MI,field,normal,0,MI,0,8,Jos Buttler,581,"Holkar Stadium Cricket Stadium, Indore, Madhya Pradesh",8,M Erasmus,C Shamshuddin
2017_23,2017,Kolkata,21-04-2017,KKR,GL,GL,field,normal,0,GL,0,4,Suresh Raina,24,"Eden Garden Stadium, Kolkata, West Bengal",3,CB Gaffaney,Nitin Menon
2017_24,2017,Mumbai,22-04-2017,MI,DD,DD,field,normal,0,MI,14,0,Mitchell McClenaghan,549,"Wankhede Stadium, Mumbai, Maharashtra",1,A Nand Kishore,S Ravi
2017_25,2017,Pune,22-04-2017,SRH,RPS,RPS,field,normal,0,RPS,0,6,Mahendra Singh Dhoni,1,Maharashtra Cricket Association Stadium,32,AY Dandekar,A Deshmukh
2017_26,2017,Rajkot,23-04-2017,KXI,GL,GL,field,normal,0,KXI,26,0,Hashim Amla,611,Saurashtra Cricket Association Stadium,33,AK Chaudhary,M Erasmus
2017_27,2017,Kolkata,23-04-2017,KKR,RCB,RCB,field,normal,0,KKR,82,0,Nathan Coulter-Nile,484,"Eden Garden Stadium, Kolkata, West Bengal",3,CB Gaffaney,CK Nandan
2017_28,2017,Mumbai,24-04-2017,RPS,MI,MI,field,normal,0,RPS,3,0,Ben Stokes,625,"Wankhede Stadium, Mumbai, Maharashtra",1,A Nand Kishore,S Ravi
2017_29,2017,Pune,26-04-2017,RPS,KKR,KKR,field,normal,0,KKR,0,7,Robin Uthappa,141,Maharashtra Cricket Association Stadium,32,AY Dandekar,NJ Llong
2017_30,2017,Bangalore,27-04-2017,RCB,GL,GL,field,normal,0,GL,0,7,Andrew Tye,535,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,AK Chaudhary,C Shamshuddin
2017_31,2017,Kolkata,28-04-2017,DD,KKR,KKR,field,normal,0,KKR,0,7,Gautam Gambhir,58,"Eden Garden Stadium, Kolkata, West Bengal",3,NJ Llong,S Ravi
2017_32,2017,Chandigarh,28-04-2017,SRH,KXI,KXI,field,normal,0,SRH,26,0,Rashid Khan,634,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,Nitin Menon,CK Nandan
2017_33,2017,Pune,29-04-2017,RPS,RCB,RCB,field,normal,0,RPS,61,0,Lockie Ferguson,627,Maharashtra Cricket Association Stadium,32,KN Ananthapadmanabhan,M Erasmus
2017_34,2017,Rajkot,29-04-2017,GL,MI,GL,bat,tie,0,MI,0,0,Krunal Pandya,582,Saurashtra Cricket Association Stadium,33,AK Chaudhary,CB Gaffaney
2017_35,2017,Chandigarh,30-04-2017,DD,KXI,KXI,field,normal,0,KXI,0,10,Sandeep Sharma,479,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,YC Barde,CK Nandan
2017_36,2017,Hyderabad,30-04-2017,SRH,KKR,KKR,field,normal,0,SRH,48,0,David Warner,207,"Rajiv Gandhi International Stadium, Hyderabad",4,AY Dandekar,S Ravi
2017_37,2017,Mumbai,01-05-2017,RCB,MI,RCB,bat,normal,0,MI,0,5,Rohit Sharma,30,"Wankhede Stadium, Mumbai, Maharashtra",1,AK Chaudhary,CB Gaffaney
2017_38,2017,Pune,01-05-2017,GL,RPS,RPS,field,normal,0,RPS,0,5,Ben Stokes,625,Maharashtra Cricket Association Stadium,32,M Erasmus,C Shamshuddin
2017_39,2017,Delhi,02-05-2017,SRH,DD,DD,field,normal,0,DD,0,6,Mohammed Shami,647,"Feroz Shah Kotla Stadium, Delhi",2,YC Barde,Nitin Menon
2017_40,2017,Kolkata,03-05-2017,KKR,RPS,RPS,field,normal,0,RPS,0,4,Rahul Tripathi,630,"Eden Garden Stadium, Kolkata, West Bengal",3,KN Ananthapadmanabhan,A Nand Kishore
2017_41,2017,Delhi,04-05-2017,GL,DD,DD,field,normal,0,DD,0,7,Rishabh Pant,572,"Feroz Shah Kotla Stadium, Delhi",2,M Erasmus,Nitin Menon
2017_42,2017,Bangalore,05-05-2017,KXI,RCB,RCB,field,normal,0,KXI,19,0,Sandeep Sharma,479,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,CB Gaffaney,C Shamshuddin
2017_43,2017,Hyderabad,06-05-2017,RPS,SRH,SRH,field,normal,0,RPS,12,0,Jaydev Unadkat,361,"Rajiv Gandhi International Stadium, Hyderabad",4,KN Ananthapadmanabhan,AK Chaudhary
2017_44,2017,Delhi,06-05-2017,MI,DD,DD,field,normal,0,MI,146,0,Lendl Simmons,524,"Feroz Shah Kotla Stadium, Delhi",2,Nitin Menon,CK Nandan
2017_45,2017,Bangalore,07-05-2017,RCB,KKR,KKR,field,normal,0,KKR,0,6,Sunil Narine,437,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,AY Dandekar,C Shamshuddin
2017_46,2017,Chandigarh,07-05-2017,KXI,GL,GL,field,normal,0,GL,0,6,Dwayne Smith,124,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,A Nand Kishore,VK Sharma
2017_47,2017,Hyderabad,08-05-2017,MI,SRH,MI,bat,normal,0,SRH,0,7,Shikhar Dhawan,57,"Rajiv Gandhi International Stadium, Hyderabad",4,KN Ananthapadmanabhan,M Erasmus
2017_48,2017,Chandigarh,09-05-2017,KXI,KKR,KKR,field,normal,0,KXI,14,0,Mohit Sharma,469,"I.S. Bindra Punjab Cricket Association Stadium, Mohali",9,A Nand Kishore,S Ravi
2017_49,2017,Kanpur,10-05-2017,GL,DD,DD,field,normal,0,DD,0,2,Shreyas Iyer,537,Green Park,34,YC Barde,AK Chaudhary
2017_50,2017,Mumbai,11-05-2017,KXI,MI,MI,field,normal,0,KXI,7,0,Wriddhiman Saha,84,"Wankhede Stadium, Mumbai, Maharashtra",1,A Deshmukh,A Nand Kishore
2017_51,2017,Delhi,12-05-2017,DD,RPS,DD,bat,normal,0,DD,7,0,Karun Nair,458,"Feroz Shah Kotla Stadium, Delhi",2,KN Ananthapadmanabhan,CK Nandan
2017_52,2017,Kanpur,13-05-2017,GL,SRH,SRH,field,normal,0,SRH,0,8,Mohammed Siraj,681,Green Park,34,AK Chaudhary,Nitin Menon
2017_53,2017,Kolkata,13-05-2017,MI,KKR,KKR,field,normal,0,MI,9,0,Ambati Rayudu,309,"Eden Garden Stadium, Kolkata, West Bengal",3,A Nand Kishore,S Ravi
2017_54,2017,Pune,14-05-2017,KXI,RPS,RPS,field,normal,0,RPS,0,9,Jaydev Unadkat,361,Maharashtra Cricket Association Stadium,32,AY Dandekar,A Deshmukh
2017_55,2017,Delhi,14-05-2017,RCB,DD,RCB,bat,normal,0,RCB,10,0,Harshal Patel,456,"Feroz Shah Kotla Stadium, Delhi",2,CK Nandan,C Shamshuddin
2017_56,2017,Mumbai,16-05-2017,RPS,MI,MI,field,normal,0,RPS,20,0,Washington Sunder,631,"Wankhede Stadium, Mumbai, Maharashtra",1,S Ravi,C Shamshuddin
2017_57,2017,Bangalore,17-05-2017,SRH,KKR,KKR,field,normal,1,KKR,0,7,Nathan Coulter-Nile,484,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,AK Chaudhary,Nitin Menon
2017_58,2017,Bangalore,19-05-2017,KKR,MI,MI,field,normal,0,MI,0,6,Karn Sharma,254,"M.Chinnaswamy Stadium Bengaluru, Karnataka",7,NJ Llong,Nitin Menon
2017_59,2017,Hyderabad,21-05-2017,MI,RPS,MI,bat,normal,0,MI,1,0,Krunal Pandya,582,"Rajiv Gandhi International Stadium, Hyderabad",4,NJ Llong,S Ravi
